Label	Id	FunctionName	obs_n	perm_mean_n	enrich(log2)	p_enrich	fdr_enrich	BHfdr_enrich	p_deplete	fdr_deplete	BHfdr_deplete	Genes
0.5%	hsa04213	['Longevity regulating pathway - multiple species']	4	3.78273000	0.08057220	0.53867461	0.41942183	1.00000000	0.67987320	0.40466499	0.99997000	['AKT2', 'PRKAA2', 'PRKAG1', 'RPS6KB1']
0.5%	hsa05231	['Choline metabolism in cancer']	7	6.82916000	0.03564679	0.54114459	0.41942183	1.00000000	0.63000370	0.38260922	0.99997000	['AKT2', 'DGKA', 'EGFR', 'RAC1', 'RPS6KB1', 'SP1', 'WASF2']
0.05%	hsa04722	['Neurotrophin signaling pathway']	1	0.77351000	0.37050815	0.54258457	0.41942183	1.00000000	0.81842182	0.42134190	0.99997000	['SH2B3']
0.5%	hsa04913	['Ovarian steroidogenesis']	3	2.78369000	0.10796394	0.54305457	0.41942183	1.00000000	0.70283297	0.41701552	0.99997000	['CYP17A1', 'CYP19A1', 'SCARB1']
0.5%	hsa03450	['Non-homologous end-joining']	1	0.75234000	0.41054330	0.55088449	0.42072725	1.00000000	0.83402166	0.42134190	0.99997000	['PRKDC']
0.05%	hsa05034	['Alcoholism']	1	0.78970000	0.34062340	0.55198448	0.42072725	1.00000000	0.81376186	0.42134190	0.99997000	['PPP1CC']
0.05%	hsa04031	['GTP-binding proteins']	1	0.79068000	0.33883416	0.55218448	0.42072725	1.00000000	0.81389186	0.42134190	0.99997000	['RHEBL1']
0.1%	hsa04920	['Adipocytokine signaling pathway']	1	0.79407000	0.33266190	0.55451445	0.42072725	1.00000000	0.81269187	0.42134190	0.99997000	['PRKAG1']
0.5%	hsa04916	['Melanogenesis']	6	5.91683000	0.02013806	0.55539445	0.42072725	1.00000000	0.62405376	0.37707838	0.99997000	['DVL2', 'GNAO1', 'KITLG', 'LEF1', 'WNT1', 'WNT10B']
0.5%	hsa05222	['Small cell lung cancer']	6	5.93598000	0.01547627	0.55936441	0.42072725	1.00000000	0.62038380	0.37544776	0.99997000	['AKT2', 'CDK4', 'CHUK', 'NFKB1', 'RELA', 'TRAF4']
0.05%	hsa04152	['AMPK signaling pathway']	1	0.82647000	0.27496564	0.56764432	0.42072725	1.00000000	0.79987200	0.42134190	0.99997000	['PRKAG1']
0.05%	hsa04972	['Pancreatic secretion']	1	0.82877000	0.27095631	0.57342427	0.42135949	1.00000000	0.80102199	0.42134190	0.99997000	['ATP2A2']
0.5%	hsa04330	['Notch signaling pathway']	2	1.86295000	0.10241105	0.57407426	0.42135949	1.00000000	0.71908281	0.41952299	0.99997000	['DVL2', 'RBPJ']
0.5%	hsa05218	['Melanoma']	4	3.96594000	0.01233715	0.57463425	0.42135949	1.00000000	0.63568364	0.38720125	0.99997000	['AKT2', 'CDK4', 'EGFR', 'FGF7']
0.05%	hsa05203	['Viral carcinogenesis']	1	0.84752000	0.23868068	0.57609424	0.42135949	1.00000000	0.79254207	0.42134190	0.99997000	['REL']
0.05%	hsa04024	['cAMP signaling pathway']	2	1.92666000	0.05389800	0.58027420	0.42135949	1.00000000	0.69698303	0.41433384	0.99997000	['ATP2A2', 'PPP1CC']
0.5%	hsa04392	['Hippo signaling pathway - multiple species']	2	1.90566000	0.06970926	0.58266417	0.42142760	1.00000000	0.70445296	0.41701552	0.99997000	['FRMD6', 'LATS1']
0.1%	hsa05213	['Endometrial cancer']	1	0.85052000	0.23358293	0.58437416	0.42182490	1.00000000	0.79337207	0.42134190	0.99997000	['ERBB2']
0.5%	hsa05200	['Pathways in cancer']	27	27.60629000	-0.03203761	0.58470415	0.42182490	1.00000000	0.50098499	0.31315925	0.99997000	['AKT2', 'BBC3', 'CDK4', 'CHUK', 'CUL2', 'DAPK2', 'DVL2', 'EGFR', 'ERBB2', 'FGF7', 'IL12A', 'KITLG', 'LEF1', 'NCOA3', 'NFKB1', 'PTGER2', 'PTGER4', 'RAC1', 'RELA', 'RPS6KA5', 'RPS6KB1', 'RUNX1T1', 'SP1', 'SUFU', 'TRAF4', 'WNT1', 'WNT10B']
0.5%	hsa00592	['alpha-Linolenic acid metabolism']	1	0.83864000	0.25387645	0.58480415	0.42182490	1.00000000	0.79821202	0.42134190	0.99997000	['PLA2G3']
0.1%	hsa05162	['Measles']	1	0.88014000	0.18419507	0.58914411	0.42182490	1.00000000	0.77925221	0.42134190	0.99997000	['CD28']
0.5%	hsa05230	['Central carbon metabolism in cancer']	3	3.00489000	-0.00234968	0.59121409	0.42327182	1.00000000	0.64742353	0.38864290	0.99997000	['AKT2', 'EGFR', 'ERBB2']
0.5%	hsa00260	['Glycine, serine and threonine metabolism']	1	0.85814000	0.22071506	0.59219408	0.42327182	1.00000000	0.79046210	0.42134190	0.99997000	['SHMT1']
0.05%	hsa04120	['Ubiquitin mediated proteolysis']	1	0.86885000	0.20282097	0.59336407	0.42327182	1.00000000	0.78679213	0.42134190	0.99997000	['ANAPC7']
0.1%	hsa04141	['Protein processing in endoplasmic reticulum']	2	1.96030000	0.02892554	0.59411406	0.42327182	1.00000000	0.68875311	0.40740326	0.99997000	['PDIA3', 'RAD23A']
0.1%	hsa04540	['Gap junction']	2	1.95739000	0.03106877	0.59544405	0.42327182	1.00000000	0.68988310	0.40830987	0.99997000	['MAPK7', 'TUBA1A']
0.1%	hsa04137	['Mitophagy - animal']	1	0.82335000	0.28042225	0.59660403	0.42327182	1.00000000	0.81420186	0.42134190	0.99997000	['SP1']
0.05%	hsa04150	['mTOR signaling pathway']	1	0.91307000	0.13120263	0.60251397	0.42327182	1.00000000	0.76804232	0.42134190	0.99997000	['WNT1']
0.1%	hsa04928	['Parathyroid hormone synthesis, secretion and action']	2	2.00054000	-0.00038948	0.60312397	0.42327182	1.00000000	0.67750322	0.40417335	0.99997000	['AKAP13', 'SP1']
0.1%	hsa05130	['Pathogenic Escherichia coli infection']	2	2.02110000	-0.01514071	0.60358396	0.42327182	1.00000000	0.67118329	0.39924970	0.99997000	['CYTH3', 'TUBA1A']
0.05%	hsa04919	['Thyroid hormone signaling pathway']	1	0.91008000	0.13593472	0.60358396	0.42327182	1.00000000	0.76979230	0.42134190	0.99997000	['ATP2A2']
0.1%	hsa05132	['Salmonella infection']	2	2.01186000	-0.00852992	0.60377396	0.42327182	1.00000000	0.67467325	0.39988017	0.99997000	['CYTH3', 'KLC3']
0.1%	hsa05212	['Pancreatic cancer']	1	0.91595000	0.12665925	0.60404396	0.42327182	1.00000000	0.76657233	0.42134190	0.99997000	['ERBB2']
0.5%	hsa00350	['Tyrosine metabolism']	1	0.89262000	0.16388196	0.60650393	0.42327182	1.00000000	0.77724223	0.42134190	0.99997000	['ALDH3A1']
0.5%	hsa04919	['Thyroid hormone signaling pathway']	7	7.26200000	-0.05301201	0.60753392	0.42327182	1.00000000	0.55662443	0.34029278	0.99997000	['AKT2', 'ATP2A1', 'ATP2A2', 'MED12L', 'NCOA3', 'SIN3A', 'SRC']
0.1%	hsa04145	['Phagosome']	1	0.92633000	0.11040186	0.60859391	0.42327182	1.00000000	0.76112239	0.42134190	0.99997000	['TUBA1A']
0.1%	hsa05166	['Human T-cell leukemia virus 1 infection']	2	2.03795000	-0.02711866	0.60890391	0.42327182	1.00000000	0.66528335	0.39802253	0.99997000	['ANAPC7', 'XPO1']
0.1%	hsa04213	['Longevity regulating pathway - multiple species']	1	0.91686000	0.12522664	0.60979390	0.42327182	1.00000000	0.76661233	0.42134190	0.99997000	['PRKAG1']
0.05%	hsa04720	['Long-term potentiation']	1	0.92122000	0.11838236	0.61035390	0.42327182	1.00000000	0.76535235	0.42134190	0.99997000	['PPP1CC']
0.5%	hsa00980	['Metabolism of xenobiotics by cytochrome P450']	1	0.95433000	0.06743987	0.61525385	0.42327182	1.00000000	0.75319247	0.42134190	0.99997000	['ALDH3A1']
0.5%	hsa04933	['AGE-RAGE signaling pathway in diabetic complications']	6	6.24956000	-0.05879212	0.61594384	0.42327182	1.00000000	0.56284437	0.34285844	0.99997000	['AKT2', 'CDK4', 'NFKB1', 'PRKCE', 'RAC1', 'RELA']
0.1%	hsa05218	['Melanoma']	1	0.94043000	0.08860753	0.61761382	0.42327182	1.00000000	0.75754242	0.42134190	0.99997000	['FGF7']
0.5%	hsa00604	['Glycosphingolipid biosynthesis - ganglio series']	1	0.90537000	0.14342059	0.62385376	0.42327182	1.00000000	0.77528225	0.42134190	0.99997000	['ST8SIA1']
0.5%	hsa04612	['Antigen processing and presentation']	1	0.97039000	0.04336341	0.62612374	0.42327182	1.00000000	0.74732253	0.42134190	0.99997000	['PDIA3']
0.05%	hsa04052	['Cytokines and growth factors']	1	0.95923000	0.06005132	0.62806372	0.42327182	1.00000000	0.75285247	0.42134190	0.99997000	['FGF7']
0.5%	hsa00052	['Galactose metabolism']	1	0.95519000	0.06614036	0.62868371	0.42327182	1.00000000	0.75245248	0.42134190	0.99997000	['GALM']
0.5%	hsa00670	['One carbon pool by folate']	1	0.92953000	0.10542667	0.62936371	0.42327182	1.00000000	0.76362236	0.42134190	0.99997000	['SHMT1']
0.1%	hsa00561	['Glycerolipid metabolism']	1	0.96122000	0.05706143	0.62954370	0.42327182	1.00000000	0.75079249	0.42134190	0.99997000	['ALDH2']
0.05%	hsa04750	['Inflammatory mediator regulation of TRP channels']	1	0.98333000	0.02425244	0.63342367	0.42327182	1.00000000	0.74258257	0.42134190	0.99997000	['PPP1CC']
0.05%	hsa04727	['GABAergic synapse']	1	0.99366000	0.00917580	0.63453365	0.42327182	1.00000000	0.73825262	0.42134190	0.99997000	['GPHN']
0.5%	hsa04742	['Taste transduction']	4	4.22359000	-0.07846979	0.63833362	0.42327182	1.00000000	0.58103419	0.35009489	0.99997000	['GABRA5', 'GRM1', 'SCN2A', 'SCN3A']
0.5%	hsa00591	['Linoleic acid metabolism']	1	0.97515000	0.03630394	0.63917361	0.42327182	1.00000000	0.74579254	0.42134190	0.99997000	['PLA2G3']
0.05%	hsa05225	['Hepatocellular carcinoma']	1	1.00467000	-0.00672170	0.63926361	0.42327182	1.00000000	0.73449266	0.42134190	0.99997000	['WNT1']
0.5%	hsa04927	['Cortisol synthesis and secretion']	5	5.31135000	-0.08715051	0.64198358	0.42327182	1.00000000	0.55663443	0.34029278	0.99997000	['CYP17A1', 'ITPR2', 'PDE8A', 'SCARB1', 'SP1']
0.5%	hsa00982	['Drug metabolism - cytochrome P450']	1	1.02846000	-0.04048568	0.64859351	0.42327182	1.00000000	0.72547275	0.42134190	0.99997000	['ALDH3A1']
0.5%	hsa04977	['Vitamin digestion and absorption']	1	0.97344000	0.03883604	0.64981350	0.42327182	1.00000000	0.74880251	0.42134190	0.99997000	['SCARB1']
0.05%	hsa04540	['Gap junction']	1	1.02276000	-0.03246764	0.65177348	0.42327182	1.00000000	0.72820272	0.42134190	0.99997000	['TUBA1A']
0.1%	hsa05235	['PD-L1 expression and PD-1 checkpoint pathway in cancer']	1	1.02736000	-0.03894181	0.65195348	0.42327182	1.00000000	0.72573274	0.42134190	0.99997000	['CD28']
0.05%	hsa05130	['Pathogenic Escherichia coli infection']	1	1.04588000	-0.06471733	0.65205348	0.42327182	1.00000000	0.71906281	0.41952299	0.99997000	['TUBA1A']
0.05%	hsa05132	['Salmonella infection']	1	1.03973000	-0.05620893	0.65316347	0.42327182	1.00000000	0.72295277	0.41995287	0.99997000	['KLC3']
0.1%	hsa04350	['TGF-beta signaling pathway']	1	1.03010000	-0.04278440	0.65322347	0.42327182	1.00000000	0.72416276	0.42053941	0.99997000	['SP1']
0.5%	hsa05322	['Systemic lupus erythematosus']	2	2.15124000	-0.10516849	0.65364346	0.42327182	1.00000000	0.63653363	0.38720125	0.99997000	['CD28', 'TROVE2']
0.05%	hsa04928	['Parathyroid hormone synthesis, secretion and action']	1	1.03971000	-0.05618118	0.65400346	0.42327182	1.00000000	0.72193278	0.41952299	0.99997000	['AKAP13']
0.1%	hsa04714	['Thermogenesis']	2	2.18733000	-0.12917089	0.65523345	0.42327182	1.00000000	0.62543375	0.37908559	0.99997000	['NDUFA11', 'PRKAG1']
0.1%	hsa04142	['Lysosome']	1	1.04368000	-0.06167944	0.65679343	0.42327182	1.00000000	0.71939281	0.41952299	0.99997000	['AP4S1']
0.1%	hsa04090	['CD molecules']	3	3.36775000	-0.16682255	0.66103339	0.42327182	1.00000000	0.56128439	0.34285844	0.99997000	['CD28', 'CTLA4', 'ERBB2']
0.5%	hsa00565	['Ether lipid metabolism']	2	2.19527000	-0.13439839	0.66129339	0.42327182	1.00000000	0.62110379	0.37544776	0.99997000	['PAFAH1B2', 'PLA2G3']
0.5%	hsa00983	['Drug metabolism - other enzymes']	2	2.15093000	-0.10496057	0.66592334	0.42327182	1.00000000	0.64102359	0.38720125	0.99997000	['CMPK1', 'XDH']
0.1%	hsa01002	['Peptidases and inhibitors']	7	7.76615000	-0.14984465	0.66746333	0.42327182	1.00000000	0.47905521	0.29927280	0.99997000	['BIRC6', 'FETUB', 'QPCTL', 'SERPINC1', 'UCHL5', 'USP34', 'USP42']
0.5%	hsa04310	['Wnt signaling pathway']	9	9.83532000	-0.12804699	0.67142329	0.42327182	1.00000000	0.46692533	0.29233064	0.99997000	['DVL2', 'LEF1', 'NFATC3', 'NLK', 'PPP3CB', 'RAC1', 'RSPO1', 'WNT1', 'WNT10B']
0.1%	hsa05418	['Fluid shear stress and atherosclerosis']	1	1.09550000	-0.13158948	0.67209328	0.42327182	1.00000000	0.70064299	0.41595471	0.99997000	['MAPK7']
0.5%	hsa00650	['Butanoate metabolism']	1	1.07357000	-0.10241626	0.67311327	0.42327182	1.00000000	0.70893291	0.41701552	0.99997000	['HADHA']
0.5%	hsa00790	['Folate biosynthesis']	1	0.98971000	0.01492224	0.67380326	0.42327182	1.00000000	0.74881251	0.42134190	0.99997000	['GPHN']
0.05%	hsa05202	['Transcriptional misregulation in cancer']	1	1.12828000	-0.17412514	0.68170318	0.42327182	1.00000000	0.68757312	0.40740326	0.99997000	['REL']
0.5%	hsa04062	['Chemokine signaling pathway']	9	9.90807000	-0.13867906	0.68682313	0.42327182	1.00000000	0.45420546	0.28004589	0.99997000	['AKT2', 'CHUK', 'NFKB1', 'PXN', 'RAC1', 'RELA', 'SHC4', 'SRC', 'VAV2']
0.05%	hsa04611	['Platelet activation']	1	1.13229000	-0.17924351	0.68719313	0.42327182	1.00000000	0.68767312	0.40740326	0.99997000	['PPP1CC']
0.05%	hsa04714	['Thermogenesis']	1	1.14243000	-0.19210577	0.69090309	0.42327182	1.00000000	0.68362316	0.40512063	0.99997000	['PRKAG1']
0.5%	hsa04914	['Progesterone-mediated oocyte maturation']	4	4.63267000	-0.21184392	0.70311297	0.42327182	1.00000000	0.49733503	0.31315925	0.99997000	['AKT2', 'ANAPC7', 'FZR1', 'KIF22']
0.5%	hsa05211	['Renal cell carcinoma']	3	3.53390000	-0.23629872	0.70468295	0.42327182	1.00000000	0.52280477	0.32181693	0.99997000	['AKT2', 'CUL2', 'RAC1']
0.1%	hsa04210	['Apoptosis']	1	1.19599000	-0.25820533	0.70722293	0.42327182	1.00000000	0.66403336	0.39773027	0.99997000	['TUBA1A']
0.5%	hsa04926	['Relaxin signaling pathway']	7	8.00735000	-0.19396995	0.71143289	0.42327182	1.00000000	0.43715563	0.27663355	0.99997000	['AKT2', 'EGFR', 'GNAO1', 'NFKB1', 'RELA', 'SHC4', 'SRC']
0.5%	hsa04130	['SNARE interactions in vesicular transport']	1	1.16853000	-0.22469477	0.72152278	0.42327182	1.00000000	0.67283327	0.39924970	0.99997000	['STX6']
0.1%	hsa04131	['Membrane trafficking']	19	21.05648000	-0.14826486	0.72227278	0.42327182	1.00000000	0.36432636	0.24165725	0.99997000	['AKAP13', 'ANKRD13A', 'AP4S1', 'ARHGEF4', 'CYTH3', 'DMXL2', 'EPN2', 'FAM109A', 'LLGL1', 'PDIA3', 'PGAP3', 'RAB35', 'SERINC4', 'SYNJ1', 'VPS29', 'VPS35', 'VPS45', 'YIPF3', 'YIPF4']
0.1%	hsa04014	['Ras signaling pathway']	3	3.68958000	-0.29849410	0.72242278	0.42327182	1.00000000	0.49139509	0.31238932	0.99997000	['BRAP', 'FGF7', 'REL']
0.05%	hsa01001	['Protein kinases']	4	4.85592000	-0.27974465	0.72257277	0.42327182	1.00000000	0.45907541	0.28841414	0.99997000	['CSNK1G1', 'DMPK', 'MAPKAPK5', 'PRKDC']
0.5%	hsa00531	['Glycosaminoglycan degradation']	1	1.10463000	-0.14356321	0.72378276	0.42327182	1.00000000	0.70290297	0.41701552	0.99997000	['HPSE2']
0.5%	hsa00535	['Proteoglycans']	4	4.50023000	-0.16999874	0.72445276	0.42327182	1.00000000	0.51747483	0.32181693	0.99997000	['APP', 'ASPN', 'OMD', 'SPOCK3']
0.05%	hsa04310	['Wnt signaling pathway']	1	1.26408000	-0.33808777	0.72464275	0.42327182	1.00000000	0.63674363	0.38720125	0.99997000	['WNT1']
0.5%	hsa05204	['Chemical carcinogenesis']	1	1.26580000	-0.34004947	0.72491275	0.42327182	1.00000000	0.63743363	0.38720125	0.99997000	['ALDH3A1']
0.1%	hsa05206	['MicroRNAs in cancer']	2	2.51384000	-0.32989283	0.72567274	0.42327182	1.00000000	0.53674463	0.33163114	0.99997000	['ERBB2', 'MAPK7']
0.1%	hsa00564	['Glycerophospholipid metabolism']	1	1.25691000	-0.32988135	0.72612274	0.42327182	1.00000000	0.63835362	0.38720125	0.99997000	['PEMT']
0.1%	hsa01001	['Protein kinases']	8	9.31912000	-0.22019373	0.72655273	0.42327182	1.00000000	0.40410596	0.26313997	0.99997000	['CSNK1G1', 'DMPK', 'ERBB2', 'MAP3K12', 'MAPK7', 'MAPKAPK5', 'NEK8', 'PRKDC']
0.5%	hsa05206	['MicroRNAs in cancer']	9	10.28261000	-0.19220960	0.72852271	0.42327182	1.00000000	0.40522595	0.26313997	0.99997000	['DICER1', 'EGFR', 'ERBB2', 'MAPK7', 'NFKB1', 'PRKCE', 'RPS6KA5', 'SHC4', 'ZEB2']
0.5%	hsa04666	['Fc gamma R-mediated phagocytosis']	6	6.99963000	-0.22231616	0.73288267	0.42327182	1.00000000	0.43049570	0.27663355	0.99997000	['AKT2', 'PRKCE', 'RAC1', 'RPS6KB1', 'VAV2', 'WASF2']
0.1%	hsa05223	['Non-small cell lung cancer']	1	1.27441000	-0.34982949	0.73384266	0.42327182	1.00000000	0.63212368	0.38525103	0.99997000	['ERBB2']
0.5%	hsa00250	['Alanine, aspartate and glutamate metabolism']	1	1.27654000	-0.35223874	0.73427266	0.42327182	1.00000000	0.63136369	0.38525103	0.99997000	['GPT2']
0.05%	hsa04371	['Apelin signaling pathway']	1	1.30331000	-0.38218028	0.73710263	0.42327182	1.00000000	0.62240378	0.37544776	0.99997000	['PRKAG1']
0.5%	hsa04052	['Cytokines and growth factors']	6	7.03744000	-0.23008822	0.74034260	0.42327182	1.00000000	0.42375576	0.27663355	0.99997000	['FGF7', 'GDNF', 'IL12A', 'KITLG', 'NRG2', 'PROK2']
0.5%	hsa04140	['Autophagy - animal']	6	7.15068000	-0.25311794	0.74257257	0.42327182	1.00000000	0.41212588	0.26736343	0.99997000	['AKT2', 'DAPK2', 'PRKAA2', 'RPS6KB1', 'ULK2', 'VMP1']
0.05%	hsa04270	['Vascular smooth muscle contraction']	1	1.33622000	-0.41815756	0.74756252	0.42327182	1.00000000	0.60978390	0.36815922	0.99997000	['PPP1CC']
0.1%	hsa04927	['Cortisol synthesis and secretion']	1	1.32420000	-0.40512104	0.74791252	0.42327182	1.00000000	0.61413386	0.37071123	0.99997000	['SP1']
0.1%	hsa05215	['Prostate cancer']	1	1.34428000	-0.42683367	0.74802252	0.42327182	1.00000000	0.60915391	0.36815595	0.99997000	['ERBB2']
0.1%	hsa04066	['HIF-1 signaling pathway']	1	1.34794000	-0.43075628	0.74841252	0.42327182	1.00000000	0.60627394	0.36711639	0.99997000	['ERBB2']
0.1%	hsa04068	['FoxO signaling pathway']	1	1.35809000	-0.44157909	0.75044250	0.42327182	1.00000000	0.60431396	0.36711639	0.99997000	['PRKAG1']
0.1%	hsa04211	['Longevity regulating pathway']	1	1.35755000	-0.44100533	0.75174248	0.42327182	1.00000000	0.60322397	0.36711639	0.99997000	['PRKAG1']
0.05%	hsa05163	['Human cytomegalovirus infection']	1	1.37508000	-0.45951555	0.75224248	0.42327182	1.00000000	0.59726403	0.36381337	0.99997000	['AKAP13']
0.5%	hsa04721	['Synaptic vesicle cycle']	4	4.92012000	-0.29869350	0.75673243	0.42327182	1.00000000	0.43604564	0.27663355	0.99997000	['ATP6V1D', 'CLTC', 'SLC1A3', 'SLC6A12']
0.1%	hsa04621	['NOD-like receptor signaling pathway']	1	1.38308000	-0.46788461	0.75690243	0.42327182	1.00000000	0.59556404	0.36177582	0.99997000	['MCU']
0.1%	hsa05100	['Bacterial invasion of epithelial cells']	1	1.35119000	-0.43423056	0.75768242	0.42327182	1.00000000	0.60432396	0.36711639	0.99997000	['SEPT12']
0.5%	hsa00051	['Fructose and mannose metabolism']	1	1.23564000	-0.30525848	0.75846242	0.42327182	1.00000000	0.65154348	0.38864290	0.99997000	['ALDOC']
0.1%	hsa04922	['Glucagon signaling pathway']	1	1.38882000	-0.47385963	0.76509235	0.42327182	1.00000000	0.59249408	0.36072062	0.99997000	['PRKAG1']
0.5%	hsa04060	['Cytokine-cytokine receptor interaction']	5	6.30842000	-0.33535062	0.76561234	0.42327182	1.00000000	0.38852611	0.25068958	0.99997000	['ACVR1B', 'ACVR2A', 'AMHR2', 'EDAR', 'IL12A']
0.1%	hsa00562	['Inositol phosphate metabolism']	1	1.42027000	-0.50616522	0.76814232	0.42327182	1.00000000	0.58049420	0.35009489	0.99997000	['SYNJ1']
0.1%	hsa04916	['Melanogenesis']	1	1.42193000	-0.50785044	0.76832232	0.42327182	1.00000000	0.58033420	0.35009489	0.99997000	['WNT1']
0.1%	hsa05031	['Amphetamine addiction']	1	1.40271000	-0.48821677	0.76869231	0.42327182	1.00000000	0.58594414	0.35597740	0.99997000	['PPP1CC']
0.05%	hsa04728	['Dopaminergic synapse']	1	1.42720000	-0.51318752	0.76881231	0.42327182	1.00000000	0.57848422	0.35009489	0.99997000	['PPP1CC']
0.1%	hsa04510	['Focal adhesion']	3	4.00051000	-0.41522143	0.77067229	0.42327182	1.00000000	0.42451575	0.27663355	0.99997000	['ERBB2', 'ITGB7', 'PPP1CC']
0.5%	hsa04650	['Natural killer cell mediated cytotoxicity']	4	5.07554000	-0.34356132	0.77295227	0.42327182	1.00000000	0.41038590	0.26518731	0.99997000	['PPP3CB', 'RAC1', 'SHC4', 'VAV2']
0.5%	hsa04146	['Peroxisome']	2	2.74317000	-0.45584403	0.77381226	0.42327182	1.00000000	0.47440526	0.29691993	0.99997000	['PEX13', 'XDH']
0.1%	hsa01521	['EGFR tyrosine kinase inhibitor resistance']	1	1.47326000	-0.55901206	0.77763222	0.42327182	1.00000000	0.56231438	0.34285844	0.99997000	['ERBB2']
0.5%	hsa00561	['Glycerolipid metabolism']	3	3.84776000	-0.35905631	0.77797222	0.42327182	1.00000000	0.44455555	0.27789936	0.99997000	['ALDH2', 'ALDH3A2', 'DGKA']
0.5%	hsa04014	['Ras signaling pathway']	13	15.26106000	-0.23134355	0.78365216	0.42327182	1.00000000	0.31266687	0.22261096	0.99997000	['AKT2', 'BRAP', 'CHUK', 'EGFR', 'FGF7', 'KITLG', 'NFKB1', 'PLA2G3', 'RAC1', 'RASAL2', 'REL', 'RELA', 'SHC4']
0.5%	hsa05214	['Glioma']	4	5.12310000	-0.35701705	0.78742213	0.42327182	1.00000000	0.39608604	0.26101766	0.99997000	['AKT2', 'CDK4', 'EGFR', 'SHC4']
0.5%	hsa04022	['cGMP-PKG signaling pathway']	10	11.92808000	-0.25436184	0.78901211	0.42327182	1.00000000	0.32553674	0.22420748	0.99997000	['AKT2', 'ATP2A1', 'ATP2A2', 'ITPR2', 'MYL9', 'MYLK3', 'NFATC3', 'PPP1CC', 'PPP3CB', 'PRKCE']
0.5%	hsa00630	['Glyoxylate and dicarboxylate metabolism']	1	1.41743000	-0.50327749	0.79046210	0.42327182	1.00000000	0.57497425	0.34788388	0.99997000	['SHMT1']
0.1%	hsa05034	['Alcoholism']	1	1.52748000	-0.61115349	0.79173208	0.42327182	1.00000000	0.54338457	0.33222554	0.99997000	['PPP1CC']
0.5%	hsa05223	['Non-small cell lung cancer']	4	5.14371000	-0.36280931	0.79175208	0.42327182	1.00000000	0.39145609	0.25635647	0.99997000	['AKT2', 'CDK4', 'EGFR', 'ERBB2']
0.5%	hsa04730	['Long-term depression']	6	7.34048000	-0.29091190	0.79175208	0.42327182	1.00000000	0.36547635	0.24165725	0.99997000	['CRHR1', 'GNAO1', 'GNAZ', 'GRID2', 'GRM1', 'ITPR2']
0.5%	hsa05410	['Hypertrophic cardiomyopathy (HCM)']	7	8.46634000	-0.27438350	0.79332207	0.42327182	1.00000000	0.35166648	0.23717960	0.99997000	['ATP2A1', 'ATP2A2', 'CACNA2D3', 'CACNB3', 'ITGB7', 'PRKAA2', 'PRKAG1']
0.5%	hsa04972	['Pancreatic secretion']	5	6.31323000	-0.33645022	0.79781202	0.42327182	1.00000000	0.36676633	0.24165725	0.99997000	['ATP2A1', 'ATP2A2', 'ITPR2', 'PLA2G3', 'RAC1']
0.1%	hsa04020	['Calcium signaling pathway']	3	4.20844000	-0.48832305	0.80458195	0.42327182	1.00000000	0.38430616	0.24935116	0.99997000	['ATP2A2', 'ERBB2', 'MCU']
0.1%	hsa05165	['Human papillomavirus infection']	3	4.25510000	-0.50423054	0.80844192	0.42327182	1.00000000	0.37514625	0.24581572	0.99997000	['ITGB7', 'LLGL1', 'WNT1']
0.1%	hsa04152	['AMPK signaling pathway']	1	1.60332000	-0.68106240	0.80928191	0.42327182	1.00000000	0.52063479	0.32181693	0.99997000	['PRKAG1']
0.1%	hsa04972	['Pancreatic secretion']	1	1.59062000	-0.66958922	0.81003190	0.42327182	1.00000000	0.52067479	0.32181693	0.99997000	['ATP2A2']
0.5%	hsa04727	['GABAergic synapse']	6	7.65654000	-0.35173008	0.81232188	0.42327182	1.00000000	0.32778672	0.22667422	0.99997000	['GABRA5', 'GABRB3', 'GNAO1', 'GPHN', 'SLC6A12', 'SRC']
0.5%	hsa04812	['Cytoskeleton proteins']	23	26.59759000	-0.20966167	0.81371186	0.42327182	1.00000000	0.25436746	0.19458688	0.99997000	['ADD3', 'C9orf24', 'CORO2B', 'DNAH7', 'FLNC', 'HOOK3', 'KATNA1', 'KIF18A', 'KIF22', 'KIF3C', 'KLC3', 'LIMA1', 'MARK4', 'MYH10', 'MYL9', 'PPL', 'SEPT12', 'SUMO1', 'TCAP', 'TUBA1A', 'TUBA1B', 'TUBD1', 'WASF2']
0.1%	hsa04022	['cGMP-PKG signaling pathway']	2	3.00121000	-0.58554427	0.81429186	0.42327182	1.00000000	0.41292587	0.26873702	0.99997000	['ATP2A2', 'PPP1CC']
0.1%	hsa05203	['Viral carcinogenesis']	1	1.63610000	-0.71026093	0.81465185	0.42327182	1.00000000	0.51102489	0.32181693	0.99997000	['REL']
0.5%	hsa04750	['Inflammatory mediator regulation of TRP channels']	6	7.69120000	-0.35824621	0.81570184	0.42327182	1.00000000	0.32144679	0.22420748	0.99997000	['ITPR2', 'PPP1CC', 'PRKCE', 'PTGER2', 'PTGER4', 'SRC']
0.5%	hsa05216	['Thyroid cancer']	1	1.61430000	-0.69090871	0.81817182	0.42327182	1.00000000	0.51215488	0.32181693	0.99997000	['LEF1']
0.05%	hsa01009	['Protein phosphatases and associated proteins']	3	4.34452000	-0.53423429	0.82127179	0.42327182	1.00000000	0.35846642	0.23717960	0.99997000	['MTMR11', 'PPP1CC', 'PPTC7']
